ym,target,tmean_lag0,tmean_lag1,tmean_lag2,dtr_lag0,rh_lag0,precip_lag0,roll3,clim_target,clim_lag0,anomaly_lag0,sin_month,cos_month,trend,target_date,target_month,persistence_ref
2005-10-01,12.36911804842531,11.641948725570547,10.195223536540245,8.517241379310345,13.180645161290322,52.79600000000001,39.5,10.118137880473713,12.66083487766106,11.872569780453802,-0.23062105488325457,-0.5000000000000004,0.8660254037844384,33,2005-11-01,11,11.641948725570547
2005-11-01,12.430694605384462,12.36911804842531,11.641948725570547,10.195223536540245,12.526666666666667,56.24814814814815,80.5,11.402096770178701,12.248392785430832,12.66083487766106,-0.2917168292357495,-2.4492935982947064e-16,1.0,34,2005-12-01,12,12.36911804842531
2005-12-01,10.472784349367888,12.430694605384462,12.36911804842531,11.641948725570547,10.941935483870967,62.75185185185185,97.4,12.147253793126772,11.540083370849548,12.248392785430832,0.18230181995362926,0.49999999999999994,0.8660254037844387,35,2006-01-01,1,12.430694605384462
2006-01-01,11.598724772945571,10.472784349367888,12.430694605384462,12.36911804842531,9.418064516129032,75.49600000000001,291.1,11.757532334392556,11.351122389516888,11.540083370849548,-1.0672990214816593,0.8660254037844386,0.5000000000000001,36,2006-02-01,2,10.472784349367888
2006-02-01,11.16269435445069,11.598724772945571,10.472784349367888,12.430694605384462,10.350000000000001,70.5037037037037,62.3,11.500734575899306,11.388683087321095,11.351122389516888,0.24760238342868313,1.0,6.123233995736766e-17,37,2006-03-01,3,11.598724772945571
2006-03-01,10.430580215545222,11.16269435445069,11.598724772945571,10.472784349367888,9.959139784946235,73.56896551724138,159.6,11.07806782558805,10.826995775145097,11.388683087321095,-0.22598873287040533,0.8660254037844387,-0.4999999999999998,38,2006-04-01,4,11.16269435445069
2006-04-01,8.16,10.430580215545222,11.16269435445069,11.598724772945571,11.120000000000001,66.51379310344828,44.6,11.063999780980495,9.487295615757262,10.826995775145097,-0.39641555959987507,0.49999999999999994,-0.8660254037844387,39,2006-05-01,5,10.430580215545222
2006-05-01,7.603448275862069,8.16,10.430580215545222,11.16269435445069,15.342580645161291,56.65333333333333,0.9,9.917758189998636,8.192644659112537,9.487295615757262,-1.3272956157572615,1.2246467991473532e-16,-1.0,40,2006-06-01,6,8.16
2006-06-01,6.73,7.603448275862069,8.16,10.430580215545222,14.9416091954023,56.52413793103448,0.0,8.731342830469098,7.983261416161205,8.192644659112537,-0.5891963832504672,-0.4999999999999997,-0.8660254037844388,41,2006-07-01,7,7.603448275862069
2006-07-01,8.936666666666667,6.73,7.603448275862069,8.16,16.488602150537634,51.37,0.0,7.497816091954024,9.079969117186412,7.983261416161205,-1.2532614161612043,-0.8660254037844385,-0.5000000000000004,42,2006-08-01,8,6.73
2006-09-01,11.943020447656973,10.339551367214915,8.936666666666667,6.73,15.073333333333334,52.04,21.2,8.668739344627195,11.872569780453802,10.51469264889067,-0.1751412816757547,-0.8660254037844386,0.5000000000000001,44,2006-10-01,10,10.339551367214915
2006-10-01,12.487570687761805,11.943020447656973,10.339551367214915,8.936666666666667,13.470967741935485,54.303703703703704,37.4,10.406412827179519,12.66083487766106,11.872569780453802,0.07045066720317195,-0.5000000000000004,0.8660254037844384,45,2006-11-01,11,11.943020447656973
2006-12-01,12.238877596325024,12.466655059930334,12.487570687761805,11.943020447656973,11.780645161290323,64.88,101.5,12.299082065116371,11.540083370849548,12.248392785430832,0.21826227449950153,0.49999999999999994,0.8660254037844387,47,2007-01-01,1,12.466655059930334
2007-02-01,10.609002184948324,11.852476436960364,12.238877596325024,12.466655059930334,10.507142857142856,69.36,171.0,12.186003031071907,11.388683087321095,11.351122389516888,0.5013540474434759,1.0,6.123233995736766e-17,49,2007-03-01,3,11.852476436960364
2007-03-01,10.663453109077556,10.609002184948324,11.852476436960364,12.238877596325024,9.587096774193547,75.08928571428571,236.70000000000002,11.566785406077905,10.826995775145097,11.388683087321095,-0.7796809023727711,0.8660254037844387,-0.4999999999999998,50,2007-04-01,4,10.609002184948324
2007-04-01,9.979999999999999,10.663453109077556,10.609002184948324,11.852476436960364,11.233333333333334,70.17241379310344,49.699999999999996,11.04164391032875,9.487295615757262,10.826995775145097,-0.1635426660675403,0.49999999999999994,-0.8660254037844387,51,2007-05-01,5,10.663453109077556
2007-05-01,8.848148148148148,9.979999999999999,10.663453109077556,10.609002184948324,13.863655913978494,57.78,10.6,10.417485098008626,8.192644659112537,9.487295615757262,0.492704384242737,1.2246467991473532e-16,-1.0,52,2007-06-01,6,9.979999999999999
2007-06-01,7.924137931034483,8.848148148148148,9.979999999999999,10.663453109077556,15.12888888888889,56.06296296296296,0.0,9.830533752408568,7.983261416161205,8.192644659112537,0.6555034890356115,-0.4999999999999997,-0.8660254037844388,53,2007-07-01,7,8.848148148148148
2007-07-01,9.74,7.924137931034483,8.848148148148148,9.979999999999999,14.834037819799777,52.38965517241379,3.3,8.917428693060877,9.079969117186412,7.983261416161205,-0.0591234851267215,-0.8660254037844385,-0.5000000000000004,54,2007-08-01,8,7.924137931034483
2007-08-01,10.212901876042732,9.74,7.924137931034483,8.848148148148148,15.765591397849462,50.083333333333336,1.6,8.837428693060879,10.51469264889067,9.079969117186412,0.6600308828135883,-1.0,-1.8369701987210297e-16,55,2007-09-01,9,9.74
2007-09-01,12.001340597490286,10.212901876042732,9.74,7.924137931034483,12.28,64.48965517241379,61.300000000000004,9.292346602359073,11.872569780453802,10.51469264889067,-0.3017907728479372,-0.8660254037844386,0.5000000000000001,56,2007-10-01,10,10.212901876042732
2007-10-01,11.881333545409555,12.001340597490286,10.212901876042732,9.74,13.799769585253458,58.78076923076923,77.0,10.65141415784434,12.66083487766106,11.872569780453802,0.12877081703648408,-0.5000000000000004,0.8660254037844384,57,2007-11-01,11,12.001340597490286
2007-11-01,12.14285837593715,11.881333545409555,12.001340597490286,10.212901876042732,13.728148148148149,62.62692307692308,44.2,11.36519200631419,12.248392785430832,12.66083487766106,-0.7795013322515043,-2.4492935982947064e-16,1.0,58,2007-12-01,12,11.881333545409555
2007-12-01,10.882268476012234,12.14285837593715,11.881333545409555,12.001340597490286,12.154616240266963,66.50357142857142,74.1,12.008510839612333,11.540083370849548,12.248392785430832,-0.10553440949368209,0.49999999999999994,0.8660254037844387,59,2008-01-01,1,12.14285837593715
2008-01-01,11.404543763801593,10.882268476012234,12.14285837593715,11.881333545409555,9.506340378197997,75.11851851851851,209.70000000000002,11.635486799119647,11.351122389516888,11.540083370849548,-0.6578148948373137,0.8660254037844386,0.5000000000000001,60,2008-02-01,2,10.882268476012234
2008-02-01,11.027588533520047,11.404543763801593,10.882268476012234,12.14285837593715,10.626354679802954,69.4076923076923,85.8,11.476556871916992,11.388683087321095,11.351122389516888,0.053421374284704726,1.0,6.123233995736766e-17,61,2008-03-01,3,11.404543763801593
2008-04-01,8.796666666666665,10.697454403803931,11.027588533520047,11.404543763801593,13.866666666666664,59.300000000000004,8.4,11.043195567041858,9.487295615757262,10.826995775145097,-0.1295413713411655,0.49999999999999994,-0.8660254037844387,63,2008-05-01,5,10.697454403803931
2008-05-01,8.715385661515374,8.796666666666665,10.697454403803931,11.027588533520047,15.991182795698926,49.983333333333334,6.8,10.173903201330216,8.192644659112537,9.487295615757262,-0.6906289490905966,1.2246467991473532e-16,-1.0,64,2008-06-01,6,8.796666666666665
2008-06-01,7.367741935483871,8.715385661515374,8.796666666666665,10.697454403803931,16.48,43.55862068965517,1.4,9.403168910661991,7.983261416161205,8.192644659112537,0.5227410024028369,-0.4999999999999997,-0.8660254037844388,65,2008-07-01,7,8.715385661515374
2008-07-01,8.925806451612903,7.367741935483871,8.715385661515374,8.796666666666665,16.61935483870968,47.70322580645161,0.2,8.293264754555304,9.079969117186412,7.983261416161205,-0.6155194806773334,-0.8660254037844385,-0.5000000000000004,66,2008-08-01,8,7.367741935483871
2008-08-01,10.510344827586207,8.925806451612903,7.367741935483871,8.715385661515374,16.677419354838708,47.516129032258064,0.8,8.336311349537384,10.51469264889067,9.079969117186412,-0.15416266557350866,-1.0,-1.8369701987210297e-16,67,2008-09-01,9,8.925806451612903
2008-09-01,11.982739751067603,10.510344827586207,8.925806451612903,7.367741935483871,16.460919540229888,47.16206896551724,2.4,8.934631071560995,11.872569780453802,10.51469264889067,-0.004347821304461874,-0.8660254037844386,0.5000000000000001,68,2008-10-01,10,10.510344827586207
2008-10-01,13.203871199647647,11.982739751067603,10.510344827586207,8.925806451612903,13.370107526881721,53.97931034482759,79.4,10.47296367675557,12.66083487766106,11.872569780453802,0.11016997061380174,-0.5000000000000004,0.8660254037844384,69,2008-11-01,11,11.982739751067603
2008-11-01,11.579255034259958,13.203871199647647,11.982739751067603,10.510344827586207,13.113333333333333,52.885714285714286,27.2,11.89898525943382,12.248392785430832,12.66083487766106,0.5430363219865875,-2.4492935982947064e-16,1.0,70,2008-12-01,12,13.203871199647647
2009-03-01,10.992097724798954,11.483110817998819,11.349192723387697,11.83230634976355,10.929032258064517,63.5037037037037,148.3,11.554869963716689,10.826995775145097,11.388683087321095,0.09442773067772414,0.8660254037844387,-0.4999999999999998,74,2009-04-01,4,11.483110817998819
2009-04-01,9.68198487108613,10.992097724798954,11.483110817998819,11.349192723387697,11.713333333333333,60.54137931034483,83.0,11.274800422061825,9.487295615757262,10.826995775145097,0.16510194965385772,0.49999999999999994,-0.8660254037844387,75,2009-05-01,5,10.992097724798954
2009-05-01,7.6,9.68198487108613,10.992097724798954,11.483110817998819,15.199999999999998,50.53333333333333,0.4,10.719064471294635,8.192644659112537,9.487295615757262,0.19468925532886772,1.2246467991473532e-16,-1.0,76,2009-06-01,6,9.68198487108613
2009-06-01,8.832258064516129,7.6,9.68198487108613,10.992097724798954,17.226666666666667,44.25,0.0,9.42469419862836,7.983261416161205,8.192644659112537,-0.5926446591125369,-0.4999999999999997,-0.8660254037844388,77,2009-07-01,7,7.6
2009-07-01,9.1,8.832258064516129,7.6,9.68198487108613,16.07741935483871,44.516129032258064,2.5,8.704747645200753,9.079969117186412,7.983261416161205,0.848996648354924,-0.8660254037844385,-0.5000000000000004,78,2009-08-01,8,8.832258064516129
2009-08-01,11.479990664198487,9.1,8.832258064516129,7.6,17.45763440860215,40.486666666666665,0.0,8.510752688172042,10.51469264889067,9.079969117186412,0.02003088281358778,-1.0,-1.8369701987210297e-16,79,2009-09-01,9,9.1
2009-09-01,12.76399097539187,11.479990664198487,9.1,8.832258064516129,15.47080459770115,46.45384615384615,16.4,9.80408290957154,11.872569780453802,10.51469264889067,0.9652980153078179,-0.8660254037844386,0.5000000000000001,80,2009-10-01,10,11.479990664198487
2009-10-01,12.937579732244254,12.76399097539187,11.479990664198487,9.1,14.673548387096774,51.75185185185185,56.4,11.11466054653012,12.66083487766106,11.872569780453802,0.8914211949380686,-0.5000000000000004,0.8660254037844384,81,2009-11-01,11,12.76399097539187
2010-03-01,12.17669869656307,12.720442751578913,12.306283265475791,12.415534624901863,10.354838709677416,64.25384615384615,56.300000000000004,12.480753547318855,10.826995775145097,11.388683087321095,1.3317596642578184,0.8660254037844387,-0.4999999999999998,86,2010-04-01,4,12.720442751578913
2010-04-01,10.707545197037755,12.17669869656307,12.720442751578913,12.306283265475791,12.7,59.13928571428572,12.3,12.401141571205926,9.487295615757262,10.826995775145097,1.3497029214179737,0.49999999999999994,-0.8660254037844387,87,2010-05-01,5,12.17669869656307
2010-05-01,9.93,10.707545197037755,12.17669869656307,12.720442751578913,14.554193548387097,56.282758620689656,16.1,11.86822888172658,8.192644659112537,9.487295615757262,1.220249581280493,1.2246467991473532e-16,-1.0,88,2010-06-01,6,10.707545197037755
2010-06-01,8.716129032258063,9.93,10.707545197037755,12.17669869656307,14.893333333333334,52.35333333333333,0.0,10.938081297866942,7.983261416161205,8.192644659112537,1.7373553408874631,-0.4999999999999997,-0.8660254037844388,89,2010-07-01,7,9.93
2010-07-01,9.901367952682484,8.716129032258063,9.93,10.707545197037755,18.14193548387097,45.306451612903224,0.0,9.784558076431939,9.079969117186412,7.983261416161205,0.7328676160968586,-0.8660254037844385,-0.5000000000000004,90,2010-08-01,8,8.716129032258063
2010-08-01,11.623333333333333,9.901367952682484,8.716129032258063,9.93,16.60666666666667,46.521428571428565,7.1,9.515832328313516,10.51469264889067,9.079969117186412,0.8213988354960726,-1.0,-1.8369701987210297e-16,91,2010-09-01,9,9.901367952682484
2010-09-01,12.312951053526499,11.623333333333333,9.901367952682484,8.716129032258063,16.533333333333335,49.406666666666666,2.9,10.08027677275796,11.872569780453802,10.51469264889067,1.1086406844426637,-0.8660254037844386,0.5000000000000001,92,2010-10-01,10,11.623333333333333
2010-11-01,12.13864764069753,13.40049985847108,12.312951053526499,11.623333333333333,15.54809523809524,45.76923076923077,15.0,12.445594748443638,12.248392785430832,12.66083487766106,0.7396649808100211,-2.4492935982947064e-16,1.0,94,2010-12-01,12,13.40049985847108
2011-01-01,10.669100461882618,12.152092435887166,12.13864764069753,13.40049985847108,11.025806451612905,68.925,122.7,12.563746645018592,11.351122389516888,11.540083370849548,0.6120090650376184,0.8660254037844386,0.5000000000000001,96,2011-02-01,2,12.152092435887166
2011-02-01,10.773333333333333,10.669100461882618,12.152092435887166,12.13864764069753,8.707142857142856,78.91923076923078,202.9,11.653280179489107,11.388683087321095,11.351122389516888,-0.6820219276342705,1.0,6.123233995736766e-17,97,2011-03-01,3,10.669100461882618
2011-03-01,11.158620689655173,10.773333333333333,10.669100461882618,12.152092435887166,8.861720430107525,78.31,116.5,11.198175410367705,10.826995775145097,11.388683087321095,-0.6153497539877613,0.8660254037844387,-0.4999999999999998,98,2011-04-01,4,10.773333333333333
2011-04-01,10.00799215004617,11.158620689655173,10.773333333333333,10.669100461882618,11.316781609195402,68.52413793103449,46.8,10.86701816162371,9.487295615757262,10.826995775145097,0.33162491451007625,0.49999999999999994,-0.8660254037844387,99,2011-05-01,5,11.158620689655173
2011-05-01,8.536666666666667,10.00799215004617,11.158620689655173,10.773333333333333,13.703225806451613,61.72666666666667,4.800000000000001,10.646648724344892,8.192644659112537,9.487295615757262,0.5206965342889092,1.2246467991473532e-16,-1.0,100,2011-06-01,6,10.00799215004617
2011-06-01,8.154838709677419,8.536666666666667,10.00799215004617,11.158620689655173,15.473333333333333,55.75,0.0,9.901093168789338,7.983261416161205,8.192644659112537,0.3440220075541305,-0.4999999999999997,-0.8660254037844388,101,2011-07-01,7,8.536666666666667
2011-07-01,10.19,8.154838709677419,8.536666666666667,10.00799215004617,14.69032258064516,55.58387096774193,6.3999999999999995,8.899832508796752,9.079969117186412,7.983261416161205,0.1715772935162141,-0.8660254037844385,-0.5000000000000004,102,2011-08-01,8,8.154838709677419
2011-08-01,10.619895840045665,10.19,8.154838709677419,8.536666666666667,15.292043010752687,53.49,0.2,8.960501792114696,10.51469264889067,9.079969117186412,1.1100308828135876,-1.0,-1.8369701987210297e-16,103,2011-09-01,9,10.19
2011-09-01,12.053724690462404,10.619895840045665,10.19,8.154838709677419,13.433333333333334,57.353571428571435,45.800000000000004,9.65491151657436,11.872569780453802,10.51469264889067,0.10520319115499532,-0.8660254037844386,0.5000000000000001,104,2011-10-01,10,10.619895840045665
2011-10-01,13.398166479700892,12.053724690462404,10.619895840045665,10.19,14.400860215053761,51.288000000000004,25.7,10.954540176836025,12.66083487766106,11.872569780453802,0.18115491000860295,-0.5000000000000004,0.8660254037844384,105,2011-11-01,11,12.053724690462404
2012-01-01,10.24408880380009,11.425375976763442,11.834232775949692,13.398166479700892,10.225806451612904,68.48571428571428,135.4,12.219258410804676,11.351122389516888,11.540083370849548,-0.1147073940861052,0.8660254037844386,0.5000000000000001,108,2012-02-01,2,11.425375976763442
2012-02-01,10.736089302092388,10.24408880380009,11.425375976763442,11.834232775949692,9.137931034482758,76.656,294.8,11.167899185504409,11.388683087321095,11.351122389516888,-1.107033585716799,1.0,6.123233995736766e-17,109,2012-03-01,3,10.24408880380009
2012-03-01,10.698453789150262,10.736089302092388,10.24408880380009,11.425375976763442,9.832258064516129,71.24333333333334,209.9,10.801851360885307,10.826995775145097,11.388683087321095,-0.6525937852287065,0.8660254037844387,-0.4999999999999998,110,2012-04-01,4,10.736089302092388
2012-04-01,8.961290322580645,10.698453789150262,10.736089302092388,10.24408880380009,10.35047619047619,68.78148148148148,60.1,10.559543965014248,9.487295615757262,10.826995775145097,-0.12854198599483446,0.49999999999999994,-0.8660254037844387,111,2012-05-01,5,10.698453789150262
2012-05-01,8.163333333333334,8.961290322580645,10.698453789150262,10.736089302092388,14.058064516129031,56.13225806451613,0.0,10.131944471274432,8.192644659112537,9.487295615757262,-0.5260052931766168,1.2246467991473532e-16,-1.0,112,2012-06-01,6,8.961290322580645
2012-06-01,8.106451612903227,8.163333333333334,8.961290322580645,10.698453789150262,15.040000000000001,51.07333333333334,0.2,9.274359148354748,7.983261416161205,8.192644659112537,-0.02931132577920259,-0.4999999999999997,-0.8660254037844388,113,2012-07-01,7,8.163333333333334
2012-07-01,9.213333333333333,8.106451612903227,8.163333333333334,8.961290322580645,15.677419354838712,50.193548387096776,0.0,8.410358422939069,9.079969117186412,7.983261416161205,0.12319019674202192,-0.8660254037844385,-0.5000000000000004,114,2012-08-01,8,8.106451612903227
2012-08-01,10.993857559103283,9.213333333333333,8.106451612903227,8.163333333333334,15.898924731182797,47.99,5.6,8.494372759856631,10.51469264889067,9.079969117186412,0.13336421614692107,-1.0,-1.8369701987210297e-16,115,2012-09-01,9,9.213333333333333
2012-09-01,12.788395500862672,10.993857559103283,9.213333333333333,8.106451612903227,12.894712643678162,52.62692307692308,9.8,9.437880835113281,11.872569780453802,10.51469264889067,0.47916491021261365,-0.8660254037844386,0.5000000000000001,116,2012-10-01,10,10.993857559103283
2013-02-01,11.380671008779046,10.945920921584099,11.089831519465365,11.304475740060056,8.175,80.75,175.8,11.113409393703174,11.388683087321095,11.351122389516888,-0.4052014679327893,1.0,6.123233995736766e-17,121,2013-03-01,3,10.945920921584099
2013-03-01,10.576354985120288,11.380671008779046,10.945920921584099,11.089831519465365,10.223225806451612,72.40344827586206,100.0,11.138807816609505,10.826995775145097,11.388683087321095,-0.008012078542048329,0.8660254037844387,-0.4999999999999998,122,2013-04-01,4,11.380671008779046
2013-04-01,9.780559955736074,10.576354985120288,11.380671008779046,10.945920921584099,12.506666666666666,59.582142857142856,14.3,10.967648971827812,9.487295615757262,10.826995775145097,-0.2506407900248089,0.49999999999999994,-0.8660254037844387,123,2013-05-01,5,10.576354985120288
2013-05-01,7.803571428571429,9.780559955736074,10.576354985120288,11.380671008779046,12.294408602150536,61.776,22.4,10.579195316545137,8.192644659112537,9.487295615757262,0.29326433997881196,1.2246467991473532e-16,-1.0,124,2013-06-01,6,9.780559955736074
2013-06-01,7.944827586206896,7.803571428571429,9.780559955736074,10.576354985120288,13.303448275862069,58.74285714285714,12.5,9.386828789809263,7.983261416161205,8.192644659112537,-0.38907323054110776,-0.4999999999999997,-0.8660254037844388,125,2013-07-01,7,7.803571428571429
2013-07-01,8.437626890152101,7.944827586206896,7.803571428571429,9.780559955736074,12.673333333333332,59.48275862068966,1.5,8.509652990171467,9.079969117186412,7.983261416161205,-0.03843382995430833,-0.8660254037844385,-0.5000000000000004,126,2013-08-01,8,7.944827586206896
2013-08-01,10.300239551488447,8.437626890152101,7.944827586206896,7.803571428571429,13.72258064516129,55.54,4.5,8.062008634976808,10.51469264889067,9.079969117186412,-0.6423422270343107,-1.0,-1.8369701987210297e-16,127,2013-09-01,9,8.437626890152101
2013-09-01,11.648258249227679,10.300239551488447,8.437626890152101,7.944827586206896,14.446666666666665,51.103571428571435,11.6,8.894231342615814,11.872569780453802,10.51469264889067,-0.21445309740222207,-0.8660254037844386,0.5000000000000001,128,2013-10-01,10,10.300239551488447
2013-10-01,12.323847513592632,11.648258249227679,10.300239551488447,8.437626890152101,12.464516129032257,61.013333333333335,32.9,10.12870823028941,12.66083487766106,11.872569780453802,-0.2243115312261228,-0.5000000000000004,0.8660254037844384,129,2013-11-01,11,11.648258249227679
2013-12-01,11.051848043873333,11.36760310148461,12.323847513592632,11.648258249227679,9.593548387096774,68.95925925925927,117.1,11.779902954768309,11.540083370849548,12.248392785430832,-0.8807896839462224,0.49999999999999994,0.8660254037844387,131,2014-01-01,1,11.36760310148461
2014-01-01,11.533797878411212,11.051848043873333,11.36760310148461,12.323847513592632,9.066666666666666,70.62142857142858,145.0,11.581099552983524,11.351122389516888,11.540083370849548,-0.4882353269762145,0.8660254037844386,0.5000000000000001,132,2014-02-01,2,11.051848043873333
2014-02-01,11.2,11.533797878411212,11.051848043873333,11.36760310148461,9.55925925925926,72.23461538461538,107.7,11.317749674589718,11.388683087321095,11.351122389516888,0.18267548889432383,1.0,6.123233995736766e-17,133,2014-03-01,3,11.533797878411212
2014-03-01,10.721890203206913,11.2,11.533797878411212,11.051848043873333,10.535483870967742,75.36451612903227,60.5,11.261881974094848,10.826995775145097,11.388683087321095,-0.1886830873210954,0.8660254037844387,-0.4999999999999998,134,2014-04-01,4,11.2
